order_id,user_id,shop_id,product_id,variant,quantity,unit_price,voucher_code,order_date
9463,36,46,399,M-Black,2,336249,SALE20,2024-07-18 10:56:00
9464,170,26,410,M-Red,2,327361,FLASH10,2024-04-13 09:52:00
9465,240,42,3,L-Black,4,418834,NONE,2024-07-06 15:51:00
9466,264,26,135,L-Red,1,382838,SALE20,2024-08-07 19:02:00
9467,1335,43,462,L-Red,1,258849,FLASH10,2024-08-18 11:37:00
9468,60,24,59,L-Red,4,257763,FLASH10,2024-06-30 06:02:00
9469,1705,27,92,L-Black,4,450732,FLASH10,2024-04-19 03:13:00
9470,395,47,429,L-Black,1,348514,SALE20,2024-03-03 19:08:00
9471,1804,90,251,L-Black,4,281884,NONE,2024-09-14 10:43:00
9472,1516,42,31,L-Black,3,141560,SALE20,2024-05-14 03:01:00
9473,1578,18,235,M-Black,1,348685,NONE,2024-03-05 21:03:00
9474,906,85,212,M-Red,5,197051,NONE,2024-02-27 23:11:00
9475,324,12,69,L-Black,5,380158,NONE,2024-05-09 04:58:00
9476,1505,6,168,L-Black,1,470647,SALE20,2024-02-15 15:30:00
9477,1626,41,176,L-Red,4,192030,SALE20,2024-07-06 18:28:00
9478,939,43,183,M-Red,3,186874,FLASH10,2024-11-16 01:02:00
9479,855,30,313,L-Black,3,382243,NONE,2024-07-13 12:09:00
9480,1715,15,455,M-Black,3,285042,FLASH10,2024-05-01 11:09:00
9481,310,10,221,M-Red,2,299477,NONE,2024-06-17 18:26:00
9482,352,63,341,L-Red,5,268307,FLASH10,2024-02-27 01:43:00
9483,566,87,34,M-Black,4,417454,FLASH10,2024-06-28 08:12:00
9484,1658,84,365,M-Black,4,168207,SALE20,2024-11-25 18:06:00
9485,640,94,200,M-Red,1,388222,NONE,2024-12-09 06:23:00
9486,74,33,20,L-Black,1,322026,FLASH10,2024-08-13 21:53:00
9487,120,97,288,L-Black,3,484246,SALE20,2024-05-16 16:11:00
9488,1568,67,202,M-Red,5,338780,FLASH10,2024-07-31 11:18:00
9489,844,51,170,L-Red,3,388334,FLASH10,2024-03-23 01:52:00
9490,1324,22,276,M-Red,5,307365,SALE20,2024-10-08 15:35:00
9491,463,52,174,M-Black,3,485916,NONE,2024-10-01 06:49:00
9492,442,59,425,M-Red,1,464114,SALE20,2024-09-13 09:56:00
9493,1799,45,147,M-Black,4,136845,SALE20,2024-11-24 05:44:00
9494,1575,66,406,M-Black,5,290106,NONE,2024-11-08 04:33:00
9495,818,49,440,L-Red,5,137903,SALE20,2024-03-17 17:55:00
9496,1807,41,489,M-Red,4,139752,NONE,2024-05-02 11:42:00
9497,1720,83,366,L-Black,3,223041,FLASH10,2024-07-29 12:36:00
9498,1245,98,466,M-Black,5,107786,FLASH10,2024-07-30 18:54:00
9499,1005,41,20,M-Red,5,245758,FLASH10,2024-02-27 13:59:00
9500,1678,52,390,L-Red,1,183168,FLASH10,2024-10-16 01:12:00
9501,1337,42,404,L-Black,4,236390,FLASH10,2024-12-07 15:24:00
9502,140,39,161,M-Red,5,225492,FLASH10,2024-07-17 12:22:00
9503,1102,80,204,L-Red,2,145873,SALE20,2024-01-28 08:32:00
9504,778,90,397,M-Red,2,188759,SALE20,2024-02-12 19:12:00
9505,953,85,184,M-Red,4,183923,FLASH10,2024-11-26 21:27:00
9506,1237,30,25,L-Black,4,374764,SALE20,2024-02-09 14:44:00
9507,359,1,354,L-Red,1,452172,SALE20,2024-06-06 19:27:00
9508,962,29,252,L-Red,1,134071,SALE20,2024-06-14 05:55:00
9509,1530,67,399,L-Black,5,185243,NONE,2024-09-01 19:25:00
9510,623,45,442,M-Black,3,385120,FLASH10,2024-01-08 10:19:00
9511,88,20,457,M-Black,1,123774,NONE,2024-05-10 03:57:00
9512,1058,15,276,L-Red,1,144607,FLASH10,2024-08-13 16:08:00
9513,691,76,446,L-Black,1,401583,SALE20,2024-10-22 09:11:00
9514,1342,17,225,L-Black,5,177106,FLASH10,2024-10-08 16:47:00
9515,1302,42,400,M-Black,1,312343,NONE,2024-01-02 04:18:00
9516,876,21,114,L-Black,3,254367,NONE,2024-02-19 03:43:00
9517,522,44,273,L-Red,5,360090,NONE,2024-05-07 03:51:00
9518,933,11,72,M-Red,3,469039,SALE20,2024-09-07 09:55:00
9519,22,7,275,M-Red,2,277674,NONE,2024-03-09 22:38:00
9520,1203,33,124,L-Black,2,296764,NONE,2024-06-18 03:54:00
9521,1854,55,173,M-Black,4,346545,SALE20,2024-04-01 21:27:00
9522,1299,80,492,L-Red,3,303124,FLASH10,2024-07-04 15:05:00
9523,533,63,278,L-Red,5,291595,FLASH10,2024-05-30 01:25:00
9524,1449,17,211,M-Red,5,127178,FLASH10,2024-06-01 01:54:00
9525,420,72,308,M-Black,3,216948,SALE20,2024-09-03 09:55:00
9526,1404,13,27,L-Black,2,349488,FLASH10,2024-03-10 16:46:00
9527,1096,52,386,M-Black,1,161777,NONE,2024-08-29 03:37:00
9528,1142,73,140,M-Black,1,345527,SALE20,2024-06-23 13:45:00
9529,1618,77,493,M-Red,3,204721,NONE,2024-02-08 07:21:00
9530,1614,9,26,L-Red,1,206991,SALE20,2024-07-11 15:23:00
9531,1676,87,458,L-Black,2,280596,SALE20,2024-09-17 00:50:00
9532,1849,81,30,M-Black,1,457952,SALE20,2024-03-30 16:18:00
9533,289,54,14,L-Black,2,483737,SALE20,2024-04-28 12:23:00
9534,925,62,349,M-Red,5,356675,FLASH10,2024-11-11 18:29:00
9535,952,76,419,L-Black,2,250407,SALE20,2024-07-29 07:35:00
9536,1850,65,295,M-Black,5,160857,FLASH10,2024-06-25 10:49:00
9537,638,52,461,M-Red,2,443671,SALE20,2024-08-17 11:39:00
9538,222,79,30,L-Black,1,361011,FLASH10,2024-04-28 21:11:00
9539,627,21,349,L-Black,3,329395,NONE,2024-04-01 17:26:00
9540,978,67,41,L-Black,2,341722,FLASH10,2024-03-11 08:09:00
9541,1754,14,116,L-Black,3,223084,SALE20,2024-06-03 16:30:00
9542,150,55,272,L-Black,5,153175,FLASH10,2024-08-12 11:12:00
9543,1122,15,481,L-Red,3,208799,SALE20,2024-11-17 00:30:00
9544,1919,76,178,L-Red,2,333119,NONE,2024-11-07 16:33:00
9545,689,27,483,M-Red,5,264076,FLASH10,2024-05-11 06:23:00
9546,83,48,62,L-Black,2,404317,FLASH10,2024-11-20 10:13:00
9547,197,35,458,M-Red,4,106512,SALE20,2024-08-02 22:08:00
9548,1489,100,177,M-Black,5,108820,SALE20,2024-11-05 17:23:00
9549,827,23,286,L-Black,1,285747,SALE20,2024-09-08 11:37:00
9550,1636,41,317,M-Red,2,490175,FLASH10,2024-01-24 03:22:00
9551,749,77,257,M-Red,2,237513,NONE,2024-12-05 12:55:00
9552,1510,76,95,L-Red,3,163082,FLASH10,2024-11-11 04:56:00
9553,1977,58,186,M-Black,3,221444,SALE20,2024-04-14 09:02:00
9554,1478,11,4,L-Red,2,435548,FLASH10,2024-09-30 00:08:00
9555,566,93,367,M-Black,5,135020,NONE,2024-02-01 14:48:00
9556,73,38,115,M-Red,2,397838,FLASH10,2024-05-07 13:43:00
9557,539,86,158,L-Red,2,459964,SALE20,2024-09-13 21:38:00
9558,1855,24,185,M-Black,2,241680,FLASH10,2024-05-03 21:02:00
9559,1542,35,45,M-Red,4,345660,NONE,2024-05-19 01:37:00
9560,723,69,128,L-Red,3,409846,NONE,2024-02-18 22:14:00
9561,663,36,118,M-Black,5,265168,NONE,2024-01-08 04:35:00
9562,76,27,279,M-Red,5,410670,SALE20,2024-07-25 03:01:00
9563,1680,76,428,M-Red,4,448052,NONE,2024-12-09 18:08:00
9564,1179,1,402,L-Black,4,476476,NONE,2024-02-03 13:13:00
9565,1128,55,415,M-Black,2,495205,NONE,2024-08-20 10:47:00
9566,1484,2,439,L-Black,1,277348,FLASH10,2024-03-29 22:08:00
9567,271,89,371,M-Black,2,233899,FLASH10,2024-07-11 18:44:00
9568,367,89,26,L-Red,3,123264,SALE20,2024-07-27 23:05:00
9569,1827,16,231,M-Red,2,145882,FLASH10,2024-07-29 21:40:00
9570,1068,69,379,L-Red,3,183931,SALE20,2024-01-06 19:38:00
9571,397,12,409,M-Black,2,493267,FLASH10,2024-10-10 05:51:00
9572,1905,64,2,M-Black,1,229820,NONE,2024-06-22 01:16:00
9573,389,83,159,M-Black,5,401057,SALE20,2024-04-10 15:06:00
9574,1983,85,333,M-Red,5,425892,NONE,2024-03-29 07:13:00
9575,1281,79,290,L-Black,5,445331,SALE20,2024-04-30 01:06:00
9576,962,2,212,M-Black,5,140685,SALE20,2024-03-06 11:34:00
9577,1435,49,126,L-Black,4,200927,FLASH10,2024-06-08 16:23:00
9578,1304,89,148,M-Black,2,435559,FLASH10,2024-08-31 06:58:00
9579,532,88,212,M-Red,2,154012,FLASH10,2024-01-02 15:11:00
9580,1729,13,360,L-Red,5,115822,FLASH10,2024-06-18 04:52:00
9581,684,70,281,L-Red,4,473902,FLASH10,2024-11-11 01:59:00
9582,1459,84,316,M-Red,2,288273,SALE20,2024-06-25 16:13:00
9583,526,70,156,M-Black,1,360446,SALE20,2024-01-11 02:11:00
9584,491,29,287,L-Black,4,109600,SALE20,2024-06-18 07:14:00
9585,161,10,323,M-Black,3,284836,FLASH10,2024-10-29 06:01:00
9586,854,2,120,M-Black,5,281774,SALE20,2024-04-15 09:59:00
9587,431,83,60,M-Black,2,254602,NONE,2024-03-29 18:25:00
9588,1887,51,500,M-Black,3,383517,SALE20,2024-09-30 05:09:00
9589,7,70,499,M-Red,5,345968,SALE20,2024-06-07 13:35:00
9590,1567,14,291,M-Black,4,369563,FLASH10,2024-02-25 22:19:00
9591,1442,34,287,M-Black,3,324623,SALE20,2024-10-16 21:06:00
9592,1500,70,466,L-Red,4,238446,NONE,2024-12-01 20:45:00
9593,703,96,38,L-Black,3,151409,FLASH10,2024-10-16 08:22:00
9594,612,93,32,L-Red,3,249371,NONE,2024-06-05 01:13:00
9595,1385,80,69,M-Red,5,301970,NONE,2024-02-01 15:53:00
9596,507,85,25,L-Red,4,144542,SALE20,2024-01-26 16:04:00
9597,1850,41,82,M-Red,1,260298,SALE20,2024-06-20 18:22:00
9598,1803,36,24,L-Black,2,212546,NONE,2024-06-30 15:55:00
9599,305,25,329,M-Red,3,175165,SALE20,2024-03-24 18:11:00
9600,1967,35,437,M-Red,1,407865,FLASH10,2024-10-23 07:20:00
9601,547,47,45,M-Black,4,337907,SALE20,2024-12-07 06:35:00
9602,831,67,89,L-Black,2,402808,SALE20,2024-10-22 12:26:00
9603,478,28,87,L-Red,1,480882,NONE,2024-05-04 05:29:00
9604,1714,11,397,L-Red,1,147269,SALE20,2024-07-08 20:21:00
9605,830,12,81,M-Black,1,367396,FLASH10,2024-02-09 16:47:00
9606,621,57,431,M-Red,5,356862,SALE20,2024-03-11 16:08:00
9607,1677,58,390,M-Black,2,233765,SALE20,2024-06-10 07:00:00
9608,665,83,123,L-Red,2,281460,FLASH10,2024-11-13 09:12:00
9609,338,93,273,M-Black,5,436497,SALE20,2024-10-05 12:42:00
9610,1283,31,6,L-Red,3,435619,NONE,2024-05-10 18:03:00
9611,1038,37,418,M-Red,2,161697,FLASH10,2024-06-27 05:25:00
9612,355,92,16,M-Red,5,248787,NONE,2024-01-23 23:01:00
9613,1798,8,86,L-Black,2,454345,SALE20,2024-06-21 09:35:00
9614,1641,88,409,M-Black,4,189754,NONE,2024-04-24 23:14:00
9615,719,51,55,M-Black,1,295147,NONE,2024-05-20 17:32:00
9616,943,41,13,L-Red,5,431257,NONE,2024-04-26 22:05:00
9617,1097,100,261,L-Black,5,112244,SALE20,2024-02-17 18:24:00
9618,1036,43,29,M-Black,5,159571,SALE20,2024-07-16 09:00:00
9619,1706,95,456,M-Black,2,439367,SALE20,2024-06-24 10:18:00
9620,1171,5,270,M-Black,1,194978,SALE20,2024-05-06 08:59:00
9621,638,77,176,L-Black,4,111076,SALE20,2024-12-09 11:45:00
9622,1851,2,394,M-Red,5,136825,FLASH10,2024-04-24 03:16:00
9623,151,52,82,M-Black,3,258296,SALE20,2024-04-06 10:38:00
9624,210,31,328,M-Red,3,331586,NONE,2024-08-16 21:23:00
9625,980,99,482,M-Red,1,103749,SALE20,2024-03-06 15:13:00
9626,495,71,286,L-Red,2,131488,SALE20,2024-12-10 02:07:00
9627,48,19,41,L-Black,1,240570,FLASH10,2024-02-19 14:24:00
9628,90,22,499,M-Black,4,459889,SALE20,2024-10-17 13:34:00
9629,598,44,261,L-Black,1,330213,SALE20,2024-05-11 14:13:00
9630,4,16,125,L-Red,1,404609,FLASH10,2024-08-25 01:24:00
9631,1069,1,139,M-Black,5,312401,FLASH10,2024-07-16 14:40:00
9632,101,99,318,M-Red,3,484287,FLASH10,2024-07-18 04:13:00
9633,251,8,286,M-Red,4,106514,FLASH10,2024-07-18 18:02:00
9634,218,6,49,L-Black,3,291360,NONE,2024-06-05 16:17:00
9635,1812,72,342,L-Red,1,108209,NONE,2024-02-02 10:11:00
9636,617,56,171,M-Red,2,323226,FLASH10,2024-01-14 00:04:00
9637,588,26,42,M-Black,4,353232,SALE20,2024-09-24 11:52:00
9638,312,42,489,L-Red,4,424414,SALE20,2024-05-02 19:41:00
9639,927,18,227,M-Red,2,219385,SALE20,2024-10-01 03:55:00
9640,1838,14,19,L-Black,3,288978,SALE20,2024-08-10 18:21:00
9641,773,89,285,L-Black,5,334763,NONE,2024-07-30 19:57:00
9642,1234,40,22,M-Black,5,430218,NONE,2024-08-12 02:16:00
9643,1564,62,16,L-Black,2,346895,NONE,2024-04-12 13:04:00
9644,852,61,76,L-Red,5,231326,SALE20,2024-03-24 23:37:00
9645,1070,96,440,M-Red,5,236938,FLASH10,2024-09-21 05:27:00
9646,1705,79,429,L-Black,2,157251,SALE20,2024-11-01 20:44:00
9647,107,79,221,M-Black,3,256306,NONE,2024-04-11 19:16:00
9648,287,41,215,L-Black,3,197658,FLASH10,2024-04-08 09:48:00
9649,852,41,152,L-Red,3,231852,NONE,2024-02-19 22:38:00
9650,478,61,207,M-Red,2,222964,NONE,2024-05-23 02:33:00
9651,376,15,17,M-Red,2,369401,FLASH10,2024-07-16 14:43:00
9652,449,41,457,M-Red,3,164231,FLASH10,2024-08-22 16:03:00
9653,1295,27,324,M-Red,1,270159,NONE,2024-03-14 20:53:00
9654,383,48,299,M-Black,5,335133,SALE20,2024-08-07 16:42:00
9655,220,36,147,L-Red,2,494201,SALE20,2024-08-14 13:43:00
9656,1556,55,18,L-Black,4,298516,NONE,2024-01-11 22:47:00
9657,1537,40,233,M-Black,4,399899,FLASH10,2024-11-20 18:13:00
9658,1525,30,154,M-Red,3,332703,SALE20,2024-03-27 22:07:00
9659,1180,66,355,M-Black,4,110219,FLASH10,2024-12-06 12:10:00
9660,1712,33,125,M-Red,5,168176,FLASH10,2024-04-17 11:29:00
9661,394,52,389,M-Red,1,199753,FLASH10,2024-02-16 18:17:00
9662,335,76,168,M-Red,4,443915,NONE,2024-09-09 21:59:00
9663,564,4,294,L-Black,2,337990,FLASH10,2024-07-23 13:29:00
9664,789,82,36,L-Black,1,113560,FLASH10,2024-04-02 23:13:00
9665,1076,81,21,M-Black,5,345891,SALE20,2024-11-20 03:01:00
9666,1947,97,12,M-Red,4,382782,NONE,2024-02-01 22:47:00
9667,1683,10,378,M-Red,3,438710,FLASH10,2024-04-23 07:43:00
9668,74,31,24,M-Black,5,294070,NONE,2024-01-21 02:41:00
9669,196,12,457,L-Red,2,453919,FLASH10,2024-05-25 13:10:00
9670,924,47,421,M-Red,3,255643,SALE20,2024-05-13 07:22:00
9671,797,73,321,L-Red,3,272090,SALE20,2024-04-16 03:52:00
9672,1705,92,418,L-Black,1,120473,FLASH10,2024-08-16 17:48:00
9673,1521,70,95,M-Red,5,262138,SALE20,2024-12-08 19:44:00
9674,468,8,86,L-Red,3,203124,SALE20,2024-11-28 01:43:00
9675,377,72,147,L-Red,2,262057,FLASH10,2024-10-16 17:03:00
9676,781,63,299,M-Red,4,229864,FLASH10,2024-05-10 18:52:00
9677,1143,38,407,M-Black,5,420533,SALE20,2024-12-09 07:38:00
9678,9,70,385,M-Black,4,124270,NONE,2024-09-06 21:28:00
9679,1345,55,471,L-Red,5,306109,SALE20,2024-03-13 21:13:00
9680,144,58,464,L-Red,1,267136,SALE20,2024-03-28 06:11:00
9681,1336,6,481,L-Black,3,277631,FLASH10,2024-09-27 03:35:00
9682,822,82,241,M-Black,5,308697,NONE,2024-09-18 18:03:00
9683,1896,64,482,M-Red,4,192384,FLASH10,2024-02-20 11:14:00
9684,598,58,436,M-Red,3,212281,NONE,2024-06-09 18:57:00
9685,1095,32,153,L-Red,2,203877,NONE,2024-01-30 02:03:00
9686,2000,36,363,L-Black,3,439515,SALE20,2024-07-12 23:50:00
9687,938,54,373,M-Red,5,157104,FLASH10,2024-02-09 02:23:00
9688,1758,39,440,L-Red,3,436907,NONE,2024-04-06 16:54:00
9689,1478,93,188,M-Black,3,288053,NONE,2024-06-09 04:15:00
9690,1287,13,362,L-Black,1,430849,FLASH10,2024-07-05 23:11:00
9691,1777,61,448,M-Black,1,229428,FLASH10,2024-07-16 18:03:00
9692,361,34,237,L-Red,4,377725,FLASH10,2024-12-09 11:41:00
9693,1049,24,189,L-Red,4,217151,SALE20,2024-09-03 15:12:00
9694,818,81,282,L-Red,2,109029,SALE20,2024-05-27 12:32:00
9695,1403,33,189,L-Red,5,429127,SALE20,2024-08-20 19:31:00
9696,567,30,169,L-Red,2,368534,NONE,2024-01-27 01:59:00
9697,1214,32,29,L-Black,1,215789,FLASH10,2024-08-08 23:52:00
9698,674,82,290,M-Red,4,480004,FLASH10,2024-08-12 17:30:00
9699,949,22,105,L-Red,1,131675,FLASH10,2024-04-24 13:36:00
9700,756,80,83,L-Red,4,245948,NONE,2024-07-29 00:36:00
9701,632,41,390,L-Black,4,228615,NONE,2024-05-11 01:33:00
9702,618,47,3,L-Black,2,441953,FLASH10,2024-08-07 21:50:00
9703,1346,50,284,M-Black,1,117325,FLASH10,2024-06-15 23:32:00
9704,1361,39,279,L-Black,3,149089,NONE,2024-08-29 22:15:00
9705,1853,32,374,M-Black,2,347788,FLASH10,2024-03-17 05:56:00
9706,807,69,121,L-Black,2,357153,SALE20,2024-04-30 07:54:00
9707,184,93,112,L-Red,4,190082,SALE20,2024-08-04 04:57:00
9708,66,46,13,M-Black,4,492471,FLASH10,2024-10-29 15:05:00
9709,686,8,353,L-Black,2,268709,FLASH10,2024-01-17 11:31:00
9710,16,50,130,M-Black,5,381392,NONE,2024-09-10 06:52:00
9711,1757,32,484,M-Black,5,352475,SALE20,2024-03-28 02:29:00
9712,1610,99,192,L-Red,3,183857,NONE,2024-07-21 14:55:00
9713,1925,29,367,M-Black,1,433240,SALE20,2024-06-26 09:13:00
9714,595,91,347,M-Black,2,407843,NONE,2024-04-20 18:48:00
9715,684,55,76,M-Black,4,256435,FLASH10,2024-08-31 13:50:00
9716,478,41,57,M-Black,2,156011,NONE,2024-10-20 21:52:00
9717,393,72,131,L-Black,4,105345,FLASH10,2024-05-10 13:40:00
9718,1123,39,362,L-Black,1,299067,FLASH10,2024-10-31 22:00:00
9719,1169,86,93,L-Red,4,370609,SALE20,2024-04-20 04:28:00
9720,1845,26,142,L-Red,1,307878,NONE,2024-09-28 07:24:00
9721,1380,69,216,L-Red,1,332441,NONE,2024-01-18 05:02:00
9722,1853,17,360,M-Black,1,114453,FLASH10,2024-08-22 22:20:00
9723,1370,8,357,M-Red,1,429814,SALE20,2024-11-17 07:31:00
9724,1103,36,161,M-Black,5,132521,FLASH10,2024-11-25 23:28:00
9725,98,14,419,M-Red,2,296972,FLASH10,2024-07-31 17:52:00
9726,155,25,436,M-Red,2,406474,FLASH10,2024-02-16 22:39:00
9727,121,78,324,L-Red,1,255411,FLASH10,2024-11-27 12:51:00
9728,1620,15,166,L-Red,5,221786,SALE20,2024-08-12 10:20:00
9729,1529,4,174,L-Red,1,129029,FLASH10,2024-09-14 11:08:00
9730,1999,98,6,M-Black,1,132869,NONE,2024-03-22 11:54:00
9731,779,94,124,L-Red,2,186883,FLASH10,2024-03-21 02:02:00
9732,1687,87,209,M-Red,2,484143,FLASH10,2024-01-05 19:04:00
9733,1935,14,104,L-Black,1,464001,FLASH10,2024-04-03 18:12:00
9734,349,21,259,L-Red,2,243456,FLASH10,2024-08-21 07:55:00
9735,1776,63,341,M-Black,1,362392,NONE,2024-04-09 18:24:00
9736,419,71,362,L-Black,2,285506,SALE20,2024-08-05 05:51:00
9737,1682,76,355,M-Black,4,270668,NONE,2024-09-18 01:11:00
9738,296,32,149,M-Black,2,135352,SALE20,2024-05-09 02:40:00
9739,1223,94,298,M-Black,4,118986,FLASH10,2024-04-19 23:04:00
9740,505,97,161,M-Red,3,381316,SALE20,2024-12-12 13:37:00
9741,1372,52,430,L-Black,4,480938,SALE20,2024-08-22 15:38:00
9742,1307,78,115,M-Black,4,200108,NONE,2024-07-20 16:10:00
9743,611,29,420,M-Red,3,349342,NONE,2024-06-06 21:49:00
9744,660,6,316,L-Red,4,465138,NONE,2024-01-19 04:38:00
9745,323,8,262,M-Red,4,393441,NONE,2024-05-09 13:20:00
9746,437,42,236,M-Red,3,411637,SALE20,2024-02-19 10:21:00
9747,736,22,71,L-Black,3,139904,NONE,2024-04-17 17:12:00
9748,1783,3,256,L-Red,3,439522,FLASH10,2024-12-02 10:05:00
9749,232,54,115,M-Black,5,411426,FLASH10,2024-03-09 18:07:00
9750,1725,15,83,L-Red,2,247030,NONE,2024-04-25 07:11:00
9751,1887,73,294,M-Red,1,283675,SALE20,2024-03-19 08:39:00
9752,311,41,413,M-Black,1,499412,NONE,2024-11-22 04:03:00
9753,622,72,346,L-Red,1,457931,FLASH10,2024-03-28 14:13:00
9754,1139,43,399,L-Black,5,404902,NONE,2024-11-19 01:46:00
9755,1988,60,315,M-Black,5,388588,FLASH10,2024-02-19 22:44:00
9756,893,10,382,M-Black,1,301515,NONE,2024-09-15 16:12:00
9757,581,41,392,M-Red,4,397818,SALE20,2024-06-08 10:07:00
9758,757,1,152,M-Black,2,143802,NONE,2024-07-12 07:54:00
9759,15,25,491,L-Red,1,254501,FLASH10,2024-11-21 01:19:00
9760,651,54,481,L-Black,5,261148,NONE,2024-10-14 10:48:00
9761,777,33,24,L-Red,4,371571,SALE20,2024-10-15 17:22:00
9762,341,89,191,L-Red,5,140095,NONE,2024-08-22 17:37:00
9763,1782,35,279,L-Red,1,386348,SALE20,2024-10-07 22:15:00
9764,879,82,256,M-Black,3,382039,FLASH10,2024-11-22 09:34:00
9765,816,66,184,M-Red,2,445949,NONE,2024-03-23 16:08:00
9766,808,27,450,L-Red,2,343699,SALE20,2024-09-30 04:06:00
9767,856,15,391,M-Red,3,170903,NONE,2024-05-17 10:49:00
9768,1708,57,38,M-Red,3,146223,SALE20,2024-09-21 11:49:00
9769,613,98,440,L-Black,2,162072,SALE20,2024-10-30 14:10:00
9770,928,24,362,L-Black,4,309163,SALE20,2024-06-20 21:23:00
9771,609,28,307,L-Black,2,151287,SALE20,2024-12-09 03:31:00
9772,291,50,376,M-Red,2,150817,SALE20,2024-09-10 02:49:00
9773,203,85,65,M-Black,3,324180,FLASH10,2024-02-09 01:53:00
9774,159,60,52,M-Red,3,328036,FLASH10,2024-08-12 05:55:00
9775,807,95,488,L-Red,4,399663,FLASH10,2024-09-25 00:51:00
9776,1297,52,117,L-Black,2,446972,NONE,2024-09-09 17:12:00
9777,648,82,245,M-Red,2,205671,NONE,2024-03-20 08:07:00
9778,347,45,115,L-Red,3,357958,FLASH10,2024-03-05 08:31:00
9779,1845,99,474,L-Red,3,341446,NONE,2024-09-16 21:17:00
9780,1026,73,165,M-Red,1,382079,FLASH10,2024-08-16 15:02:00
9781,1086,95,208,M-Black,4,233250,SALE20,2024-03-03 22:02:00
9782,1613,69,216,M-Black,5,352614,FLASH10,2024-08-31 07:44:00
9783,1473,71,137,M-Red,5,405073,SALE20,2024-07-01 06:00:00
9784,262,2,212,L-Red,1,379331,NONE,2024-08-30 19:51:00
9785,1508,93,83,L-Red,5,146578,SALE20,2024-08-14 17:31:00
9786,215,13,25,L-Black,2,238820,FLASH10,2024-01-15 05:11:00
9787,1400,42,462,L-Red,2,393856,FLASH10,2024-09-16 06:40:00
9788,1661,52,35,M-Black,3,191561,NONE,2024-05-08 16:30:00
9789,1473,28,311,L-Red,4,472925,SALE20,2024-07-08 11:36:00
9790,642,31,127,M-Black,5,309059,NONE,2024-01-04 10:32:00
9791,892,96,36,M-Black,4,387399,NONE,2024-12-09 18:21:00
9792,317,24,128,M-Red,4,338173,FLASH10,2024-07-24 11:56:00
9793,1634,11,93,L-Red,3,414583,NONE,2024-07-05 15:58:00
9794,1962,29,50,M-Red,3,353219,SALE20,2024-06-21 22:35:00
9795,1182,8,300,M-Red,5,147579,NONE,2024-10-06 12:05:00
9796,372,21,376,M-Red,4,429971,SALE20,2024-03-29 19:11:00
9797,1177,88,203,L-Black,3,218986,NONE,2024-09-09 15:56:00
9798,1277,10,376,M-Black,3,247619,SALE20,2024-09-21 12:07:00
9799,1648,40,120,M-Black,3,480834,FLASH10,2024-08-13 22:27:00
9800,228,30,14,M-Red,2,296910,FLASH10,2024-10-17 07:36:00
9801,1636,64,23,L-Black,1,238818,NONE,2024-03-14 23:09:00
9802,703,95,412,M-Red,3,360037,NONE,2024-09-20 05:58:00
9803,1481,4,180,L-Red,4,341608,SALE20,2024-11-23 14:49:00
9804,841,68,223,M-Black,4,465787,FLASH10,2024-07-04 09:20:00
9805,815,96,153,M-Black,3,198880,SALE20,2024-05-31 14:31:00
9806,146,65,419,M-Red,2,356710,FLASH10,2024-11-16 08:04:00
9807,536,91,268,L-Black,4,488060,SALE20,2024-09-22 23:53:00
9808,1949,75,37,M-Red,5,366751,NONE,2024-05-08 05:36:00
9809,1925,91,437,M-Red,4,405448,FLASH10,2024-12-03 05:27:00
9810,1382,67,282,L-Red,5,317046,NONE,2024-02-29 13:20:00
9811,1288,14,242,M-Red,2,210331,SALE20,2024-06-25 03:53:00
9812,150,85,293,M-Black,1,155419,FLASH10,2024-09-22 11:37:00
9813,1015,43,337,L-Red,1,377408,NONE,2024-08-02 03:29:00
9814,260,97,350,M-Red,5,167048,NONE,2024-06-22 21:07:00
9815,1532,84,238,M-Red,4,418668,SALE20,2024-06-07 14:43:00
9816,1642,60,177,L-Red,5,462321,SALE20,2024-08-28 15:05:00
9817,1186,44,248,M-Red,3,455528,NONE,2024-05-08 16:51:00
9818,1605,73,43,M-Black,5,187647,NONE,2024-07-23 19:04:00
9819,133,92,217,M-Red,2,391005,NONE,2024-10-18 07:33:00
9820,1191,71,154,L-Black,4,470137,NONE,2024-06-23 14:06:00
9821,394,62,187,M-Red,5,326415,SALE20,2024-11-07 07:04:00
9822,1792,71,178,M-Red,4,336493,FLASH10,2024-02-20 01:28:00
9823,1537,3,444,M-Red,1,443308,FLASH10,2024-11-14 09:49:00
9824,1864,72,123,M-Black,4,159484,FLASH10,2024-02-13 02:40:00
9825,1400,11,329,M-Black,1,355969,SALE20,2024-02-11 06:45:00
9826,1445,86,107,M-Black,2,345363,NONE,2024-04-03 23:56:00
9827,223,17,149,L-Red,2,459344,NONE,2024-07-01 04:45:00
9828,1285,73,221,M-Red,2,199262,FLASH10,2024-01-19 08:17:00
9829,243,42,56,L-Red,3,189145,NONE,2024-05-01 11:02:00
9830,948,4,156,L-Red,2,194149,NONE,2024-10-29 22:27:00
9831,1676,61,294,M-Black,5,278887,NONE,2024-10-07 05:31:00
9832,226,14,188,M-Black,1,146446,SALE20,2024-09-23 12:48:00
9833,1047,94,432,M-Black,1,376863,FLASH10,2024-06-29 10:22:00
9834,1317,60,190,L-Black,1,228268,FLASH10,2024-10-21 09:04:00
